SaleID,CustomerID,WineDesignation,Quantity,SaleAmount,SaleDate
497,4893,Cellar Reserve Selection,2,573.6,2023-05-19
498,3730,Family Estate Selection,1,470.36,2024-02-02
499,536,Barrel Selection Estate,5,468.36,2023-07-15
500,569,Château Selection Estate,4,413.38,2024-03-22
501,3407,Single Vineyard Selection,5,548.03,2023-07-20
502,682,Brich dij Nòr,2,343.8,2024-04-04
503,263,Signature Series Estate,3,495.82,2024-01-24
504,3707,The Whitewing,4,447.68,2023-01-29
505,3360,Limited Edition Cuvée,2,522.62,2023-07-21
506,2843,Hoenselaars Vineyard Upper Block,1,385.42,2023-07-30
507,4032,Tinto St. Helena,3,319.81,2022-12-30
508,4605,Icon Wine Selection,5,326.78,2023-08-12
509,1125,Haute Victoire,2,356.15,2023-03-10
510,3522,Special Cuvée Selection,4,528.52,2023-10-15
511,1284,Classic Reserve Selection,2,596.32,2024-05-09
512,2802,Prestige Collection Reserve,5,564.18,2023-04-30
513,1218,Founders Reserve,5,502.64,2023-10-29
514,3532,Grecante,2,392.85,2023-09-08
515,3717,Barrel Selection,1,561.3,2022-08-18
516,3636,Signature Series Estate,5,490.29,2024-04-16
517,1012,Dolç Mataró Organic Sweet,1,330.42,2023-10-18
518,3908,Grand Reserve Cuvée,1,446.97,2022-10-13
519,2643,Vintage Collection Reserve,3,293.67,2023-09-28
520,983,Family Estate Estate,4,488.49,2024-01-03
521,3475,Icon Wine,5,540.61,2022-07-21
522,2756,Family Estate Selection,5,510.0,2024-02-22
523,4812,Pavillon Blanc du Château Margaux,4,452.77,2023-08-15
524,3477,Master Selection Reserve,4,484.15,2023-05-22
525,3496,Special Cuvée,1,483.49,2023-11-15
526,736,Estate Reserve Cuvée,4,549.73,2022-09-17
527,3412,Barrel Selection,5,432.81,2024-01-31
528,2790,Master Selection Reserve,1,631.39,2023-06-19
529,1199,Barrel Selection Selection,2,520.12,2023-07-01
530,4456,Single Vineyard Cuvée,1,606.09,2022-12-30
531,2404,Special Cuvée Selection,5,499.06,2023-07-07
532,3841,Private Reserve,3,376.45,2022-09-01
533,3465,Heintz Family Vineyard,2,314.47,2024-04-10
534,1305,Prestige Collection,3,536.44,2023-08-29
535,2225,Signature Series Cuvée,4,323.42,2024-05-05
536,416,Founders Reserve,1,355.98,2024-05-08
537,4302,Premium Blend Cuvée,1,574.93,2022-07-09
538,3078,Icon Wine Cuvée,2,603.76,2024-01-02
539,4731,QM Vinhas Velhas,2,398.79,2023-05-28
540,8,Artisan Series Selection,1,463.82,2024-05-14
541,3981,Noble Reserve Estate,2,396.66,2023-08-09
542,2897,Special Cuvée Estate,4,345.96,2023-11-23
543,4843,Premium Blend Estate,3,374.84,2024-05-25
544,2269,Heritage Collection Estate,3,400.91,2023-03-21
545,3402,Single Vineyard Selection,3,716.1,2022-10-20
546,4566,Grand Reserve Selection,2,416.54,2024-03-07
547,3344,Prestige Collection Selection,3,619.39,2023-03-20
548,4373,Coastview Vineyard,1,321.34,2023-02-19
549,3862,Grand Cru Reserve,5,583.88,2024-05-01
550,1291,Barrel Selection Reserve,2,527.38,2022-09-29
551,4105,Vintage Collection Estate,2,399.79,2023-04-04
552,3464,Master Selection Reserve,5,425.38,2024-03-13
553,664,Swingsville,5,355.65,2023-07-31
554,3738,Château Selection,5,440.77,2024-04-19
555,2601,Cellar Reserve Reserve,5,476.37,2023-02-19
556,2958,Artisan Series Cuvée,5,387.39,2023-02-18
557,169,Special Cuvée Estate,4,515.24,2023-01-31
558,3301,Special Cuvée Estate,4,527.27,2023-03-21
559,866,Leopardi Brut Nature,5,357.66,2023-07-26
560,1650,Wehlener Sonnenuhr Auslese Grosse Lage,5,322.27,2023-07-17
561,4148,Noble Reserve Reserve,5,637.5,2023-09-14
562,4925,Dryfarmed Old Vine,2,340.63,2022-11-28
563,4094,Vintage Collection,4,367.02,2024-01-29
564,4429,Gmörk,5,397.07,2024-05-24
565,744,Noble Reserve Cuvée,3,482.71,2024-03-02
566,4096,Morgadio da Torre,5,297.55,2024-02-26
567,637,Reserve Selection Reserve,5,506.19,2022-07-12
568,1474,Estate Reserve Reserve,4,500.4,2024-01-18
569,2861,Limited Edition Selection,3,338.4,2024-05-21
570,2452,Artisan Series Estate,3,378.12,2022-09-17
571,3389,Founders Reserve Estate,3,468.57,2023-11-02
572,2544,Heritage Collection Reserve,4,574.12,2024-05-28
573,1778,Prestige Collection Cuvée,4,486.97,2023-09-14
574,2690,Icon Wine Cuvée,2,266.7,2024-04-18
575,30,Heritage Collection Selection,2,483.15,2023-04-15
576,1056,Reserve Selection Reserve,1,574.9,2022-10-24
577,2302,Classic Reserve Reserve,4,385.15,2022-08-23
578,1798,Signature Series Cuvée,1,404.24,2023-11-18
579,3349,Estate Reserve Reserve,3,442.03,2024-05-22
580,2138,Barrel Selection Estate,4,483.83,2024-04-25
581,995,Special Cuvée Selection,5,488.54,2024-04-21
582,2766,Private Reserve Cuvée,1,616.99,2023-06-13
583,4642,Family Estate Selection,5,592.55,2023-02-13
584,4188,Cellar Reserve Reserve,2,490.02,2022-08-05
585,1667,Heritage Collection Estate,1,369.08,2023-07-15
586,2453,Château Selection Estate,3,454.79,2023-02-15
587,1463,Cellar Reserve Selection,5,444.41,2024-04-14
588,4687,Premium Blend Selection,3,627.58,2024-04-14
589,2395,Limited Edition Reserve,4,609.57,2022-11-14
590,3049,Estate Reserve,2,490.56,2023-05-19
591,3334,Premium Blend Reserve,2,425.59,2023-09-12
592,1583,Single Vineyard Selection,2,397.78,2023-11-12
593,2715,Vintage Collection,4,442.21,2023-11-09
594,237,Limited Edition Selection,3,409.13,2024-01-03
595,3534,Le Cygne,3,393.6,2022-08-08
596,2749,Piesporter Goldtröpfchen Auslese *** Goldkap,3,365.76,2024-05-08
597,1820,Artisan Series,4,657.85,2022-08-09
598,1059,Montigl Riserva,4,372.66,2024-01-22
599,476,Heritage Collection Selection,3,463.86,2023-11-03
600,3414,Private Reserve Estate,3,598.17,2024-05-12
601,1034,Classic Reserve Reserve,4,594.93,2024-05-17
602,1032,The Trial of John Montford,4,342.15,2023-12-13
603,1450,John Ricetti Vineyard,5,372.16,2023-01-24
604,4462,Ellis Alden Vineyard,5,339.79,2024-05-24
605,1709,Keefer Ranch Vineyard,5,381.61,2023-09-11
606,2301,Château Selection Cuvée,1,417.63,2023-09-13
607,4477,Private Reserve Selection,4,351.1,2022-07-09
608,517,Classic Reserve Reserve,4,368.4,2023-03-31
609,1776,Artisan Series Selection,2,291.62,2023-06-29
610,3625,Reserve Selection Selection,5,593.96,2023-12-12
611,2969,Limited Edition Cuvée,4,644.95,2024-05-25
612,181,Château Selection,3,562.85,2024-03-22
613,4919,Premium Rosé of Malbec,2,397.35,2023-02-23
614,1639,Classic Reserve Estate,1,419.98,2023-09-03
615,2175,Barrel Selection,2,622.33,2022-10-26
616,3413,Barrel Selection Cuvée,4,325.33,2024-01-04
617,2313,Barrel Selection Cuvée,5,492.96,2023-12-26
618,4231,Syzygy,5,307.65,2022-11-11
619,321,Signature Series Cuvée,4,399.34,2023-08-20
620,1904,Prestige Collection Cuvée,5,347.33,2023-12-22
621,4460,Château Selection Reserve,2,503.14,2022-10-18
622,3242,Classic Reserve,1,442.17,2022-11-18
623,648,Private Reserve Cuvée,3,343.12,2023-06-26
624,2866,Reserve Selection Selection,1,329.49,2024-03-08
625,3758,Grand Reserve Selection,1,476.42,2023-04-04
626,1330,Premium Blend Selection,3,530.45,2023-02-08
627,3063,Founders Reserve,4,333.32,2023-04-27
628,1407,Château Selection Reserve,3,369.7,2023-10-16
629,3763,Runholder,5,341.43,2022-12-24
630,4375,Grand Reserve Cuvée,4,481.26,2023-11-30
631,1166,Family Estate Estate,1,559.83,2023-08-12
632,1119,Château Selection,4,452.01,2023-03-06
633,1874,Artisan Series,4,598.76,2023-03-22
634,653,Single Vineyard Selection,5,522.57,2024-01-15
635,1560,Château Selection Reserve,3,535.54,2024-04-19
636,2848,Château Selection Reserve,5,732.22,2023-01-29
637,3643,Master Selection Reserve,4,411.54,2023-12-04
638,3525,Premium Blend Estate,1,576.91,2024-05-28
639,3287,Grand Reserve,4,512.14,2024-03-01
640,776,Château Selection Cuvée,1,523.21,2023-06-11
641,1153,Single Vineyard Reserve,2,377.03,2023-04-16
642,2166,Icon Wine Selection,3,497.46,2023-01-12
643,4035,Panorama Vineyard,4,338.55,2022-08-20
644,16,Vintage Collection Estate,4,551.41,2023-06-29
645,4643,Reserve Selection Reserve,4,440.26,2023-07-24
646,2753,Old Vine Reserve,3,600.75,2023-06-11
647,1813,Vintage Collection,5,433.12,2022-10-28
648,412,Vintage Collection Reserve,1,494.77,2023-03-21
649,4003,Stucchio,3,355.92,2023-09-08
650,4447,Founders Reserve Reserve,3,559.79,2023-08-04
651,3440,Artisan Series Selection,5,446.53,2023-02-16
652,4837,Reserve Selection,2,662.07,2024-04-28
653,1897,Cellar Reserve,2,557.04,2023-01-24
654,3404,Old Vine Reserve,3,583.84,2022-08-08
655,4256,Innovator Bullrush,4,363.51,2023-06-24
656,644,Estate Reserve,4,410.13,2023-12-20
657,3427,Château Selection Cuvée,5,388.18,2023-09-18
658,21,Ottone I,1,353.59,2023-07-02
659,3682,Classic Reserve Estate,3,424.2,2023-03-29
660,469,Grand Reserve Selection,1,358.35,2024-03-02
661,3829,Premium Blend Selection,1,398.9,2023-12-18
662,4013,Private Reserve Selection,2,564.11,2024-05-18
663,4786,Master Selection Selection,4,359.4,2023-07-30
664,642,Special Cuvée Estate,2,512.62,2023-04-19
665,4550,Artisan Series Cuvée,1,590.77,2022-10-08
666,2665,Reserve Selection Selection,4,489.15,2022-09-10
667,36,Family Estate Selection,4,371.58,2023-06-02
668,3727,Estate Reserve Cuvée,2,386.72,2024-03-20
669,2181,Barrel Selection Selection,3,537.02,2022-08-10
670,909,Uvaggio Storico Val d'Oca Extra Dry,1,354.91,2023-05-31
671,2696,Prestige Collection Cuvée,3,540.67,2022-07-02
672,2004,Icon Wine,3,551.01,2023-01-24
673,4602,Noble Reserve,2,332.6,2022-12-19
674,1748,Antão Vaz da Peceguina,4,398.17,2022-09-02
675,4794,Old Vine Cuvée,1,432.63,2023-12-18
676,1947,Dos por Cuatro,5,413.78,2022-07-07
677,1193,Single Vineyard Cuvée,4,223.88,2023-12-26
678,9,Single Vineyard Reserve,3,429.65,2022-12-20
679,2902,Vigne Nuove di Musella,4,337.25,2024-02-22
680,1003,Private Reserve,1,631.2,2023-05-26
681,4925,Noble Reserve Reserve,4,484.02,2022-09-02
682,605,Family Estate Estate,3,490.89,2022-07-26
683,2964,E&E; Sparkling,4,430.86,2023-04-27
684,1703,Founders Reserve,5,496.0,2024-05-22
685,4039,Château Selection Cuvée,4,604.44,2023-02-07
686,3194,Porto Branco,1,350.58,2023-09-09
687,176,Single Vineyard Cuvée,2,400.47,2023-07-23
688,3966,Mount Jefferson Cuvée,4,387.87,2022-10-15
689,3809,Château Selection Cuvée,4,420.26,2023-09-24
690,2530,Barrel Selection Estate,5,470.92,2023-05-07
691,162,Noble Reserve Reserve,1,511.91,2023-02-20
692,4276,Founders Reserve Estate,4,593.95,2022-12-02
693,2872,The Narrows Vineyard,2,405.17,2023-12-07
694,752,Cóndita,2,366.36,2022-07-14
695,1320,Prestige Collection,3,438.81,2023-01-07
696,4126,Family Home,3,350.73,2023-03-07
697,3816,Reserve Selection Reserve,3,423.08,2023-07-06
698,4882,Vintage Collection Reserve,2,343.12,2023-01-12
699,1676,Limited Edition Selection,1,582.84,2024-02-27
700,209,Galaxy,5,327.36,2024-02-27
701,1952,Vintage Collection,4,474.13,2024-05-24
702,41,Noble Reserve Selection,4,508.71,2023-09-16
703,4551,Barrel Selection,5,488.88,2023-07-07
704,2702,Cellar Reserve Reserve,5,503.56,2022-07-31
705,3056,Premium Blend,1,359.67,2023-02-17
706,3565,Family Estate,2,552.9,2022-09-12
707,1557,Estate Reserve Estate,5,556.2,2024-03-28
708,1264,Master Selection Estate,2,482.65,2023-12-31
709,1889,Old Vine Selection,2,326.84,2024-02-11
710,4680,Family Estate,2,586.71,2024-02-13
711,1650,Obere Wies,2,354.78,2024-03-11
712,3678,Signature Series Cuvée,2,408.66,2023-02-14
713,4324,Redoma Reserva,3,457.74,2022-11-08
714,4886,Noble Reserve,2,506.83,2023-08-19
715,2596,Private Reserve,3,533.97,2024-03-07
716,4353,Private Reserve,5,402.69,2023-04-11
717,1844,Master Selection,5,487.64,2023-09-06
718,1090,Private Reserve Cuvée,3,478.93,2022-09-25
719,2872,Single Vineyard Cuvée,4,385.11,2023-12-15
720,4276,Premium Blend,2,586.62,2024-05-19
721,2366,Private Reserve Selection,2,616.86,2023-03-20
722,1978,Old Vine Cuvée,3,636.32,2023-03-24
723,4624,Château Selection Reserve,3,427.41,2022-07-29
724,1804,Château Selection Selection,5,357.64,2023-05-20
725,1091,Limited Edition Cuvée,2,184.27,2023-04-03
726,3399,UV Lancel Creek,4,377.44,2023-12-05
727,981,Noble Reserve Cuvée,2,393.69,2023-09-08
728,3415,Tilenus,4,339.7,2023-02-06
729,300,Signature Series Selection,1,349.57,2022-09-25
730,3793,Clay Court,1,314.23,2023-05-09
731,2252,"33 Degrees North Gracie Hill Vineyard, Dalla Collina",5,414.95,2023-03-31
732,2298,Estate Reserve Selection,4,590.37,2023-12-22
733,3869,Private Reserve,5,445.57,2024-01-02
734,418,Grand Cru Estate,4,381.91,2024-05-23
735,1265,Master Selection,4,490.44,2023-12-13
736,3505,Cuvée Icône du Château de Mercuès,3,369.13,2023-06-18
737,1832,Prestige Collection Selection,2,478.16,2023-06-03
738,2531,Fort Ross Vineyard,5,383.43,2022-08-29
739,4028,Prestige Collection,1,450.68,2022-11-18
740,2920,Altano Reserva,2,394.6,2023-11-30
741,4568,Icon Wine Estate,5,607.33,2024-05-22
742,2568,Heritage Collection Selection,5,444.18,2023-12-03
743,2845,Gran Vinum,4,427.37,2024-01-17
744,4422,Barrel Selection Cuvée,2,497.34,2023-02-26
745,3637,Estate Reserve Cuvée,3,561.63,2022-12-04
746,1424,Heritage Collection Estate,1,520.33,2023-05-14
747,4294,Maxine's,5,346.65,2023-01-04
748,2080,The Soloist,3,418.27,2023-10-16
749,461,Luigi Einaudi,2,440.2,2023-12-08
750,2484,Private Reserve Cuvée,4,378.48,2022-10-08
751,397,Estate Reserve Selection,2,459.76,2023-07-30
752,3592,Signature Series Estate,3,439.65,2023-03-20
753,4671,Classic Reserve Cuvée,3,377.42,2024-02-26
754,2571,En Chamberlin Vineyard,2,387.17,2023-07-01
755,2076,Old Vine Selection,4,367.85,2024-05-10
756,3219,Château Selection,1,524.86,2024-05-16
757,4917,Founders Reserve Selection,2,643.52,2024-03-23
758,1799,Terra d'Oro Deaver Vineyard 100 Year Old Vines,4,394.33,2022-12-06
759,4527,Founders Reserve Estate,2,642.45,2022-11-06
760,482,Château Selection Estate,2,560.98,2022-10-04
761,122,Terrunyo Costa Los Boldes Vineyard Block 3,2,353.01,2023-07-17
762,2442,Private Reserve Reserve,3,448.44,2023-01-06
763,466,Icon Wine,2,411.01,2023-06-17
764,3736,Family Estate,3,514.48,2023-03-23
765,4112,Spur,2,334.81,2023-03-14
766,3874,Heritage Collection Selection,5,363.75,2022-07-21
767,2224,Classic Reserve Estate,4,508.06,2024-04-05
768,2156,Master Selection Reserve,5,579.28,2022-10-26
769,2486,Cellar Reserve Cuvée,5,310.96,2022-08-24
770,3365,Château Selection Estate,4,419.95,2023-11-14
771,247,Founders Reserve Estate,1,503.21,2022-07-16
772,185,Signature Series Estate,2,520.43,2022-07-02
773,55,Signature Series Estate,3,540.09,2023-11-22
774,364,Prestige Collection,4,411.3,2024-02-16
775,1761,Master Selection Estate,4,384.19,2023-06-12
776,1843,Cellar Reserve Reserve,1,564.96,2024-03-12
777,2932,Reserve El Delirio,3,364.4,2023-07-17
778,9,Treterre Rosso,2,360.92,2023-01-19
779,4123,Classic Reserve Selection,4,411.73,2024-05-16
780,3636,Heritage Collection Reserve,4,397.6,2024-02-18
781,1894,Private Reserve Estate,3,515.06,2022-09-09
782,1402,Barrel Selection Reserve,3,543.92,2023-11-03
783,2833,Areté Vineyards,3,367.01,2023-06-24
784,3765,Reserve Selection Selection,2,286.8,2023-06-02
785,595,Special Cuvée Estate,4,469.99,2023-07-11
786,140,Cuvée les Epinats,3,377.23,2022-12-10
787,460,Limited Edition Selection,2,646.91,2023-09-17
788,4020,O'Brien,2,448.18,2023-11-05
789,2562,Barrel Selection Reserve,2,580.21,2022-11-04
790,211,Grand Reserve Cuvée,5,546.94,2023-10-14
791,2149,Private Reserve Selection,1,385.77,2024-03-22
792,211,Icon Wine Cuvée,4,392.64,2023-04-10
793,1750,Estate Reserve Estate,1,466.42,2024-05-15
794,159,Signature Series Cuvée,4,639.59,2024-03-02
795,1939,Cellar Reserve Estate,1,472.22,2023-02-01
796,388,Fonte alla Selva,4,358.24,2023-11-29
797,3973,Vintage Collection Reserve,2,416.86,2023-02-10
798,733,Cellar Reserve Reserve,2,217.28,2023-07-25
799,2903,Liebfrauenstift-Kirchenstück Trocken,4,405.12,2024-03-06
800,3604,Old Vine Selection,4,542.74,2022-08-16
801,3559,Private Reserve Cuvée,1,644.1,2023-03-13
802,1477,Grand Reserve Reserve,4,497.37,2023-12-23
803,1935,Meredith Estate,4,363.4,2023-04-13
804,3596,Old Vine Cuvée,4,605.04,2023-09-13
805,409,Special Cuvée Estate,4,339.83,2023-08-15
806,780,Classic Reserve Cuvée,3,604.69,2022-10-02
807,4055,Artisan Series Selection,4,381.43,2023-02-13
808,666,DFJ Alvarinho/Chardonnay,5,362.05,2023-05-17
809,2269,Master Selection Selection,4,487.21,2023-06-16
810,3354,Cellar Reserve Cuvée,3,516.76,2024-03-31
811,1871,Reserve Selection,3,386.52,2024-02-18
812,2923,Cellar Reserve Estate,1,512.98,2023-11-07
813,2012,Grand Reserve Estate,1,411.47,2023-04-16
814,3955,Cellar Reserve Estate,1,487.07,2024-04-29
815,2991,Artisan Series Selection,3,494.74,2023-05-12
816,3239,Classic Reserve,5,348.19,2022-11-03
817,2405,Praepositus,3,376.28,2022-07-01
818,1905,Old Barn,3,387.37,2023-01-24
819,3106,Le Sage,5,345.24,2024-04-30
820,4371,Prestige Collection Selection,5,433.33,2023-01-22
821,3990,Artisan Series,4,411.69,2023-03-11
822,3959,No 7. Sonoma Collection,4,356.23,2022-08-19
823,4928,Château Selection Estate,2,509.32,2024-03-29
824,2552,The Sticks & Stones Tempranillo-Grenache-Tintacao-Souzao,5,347.26,2024-01-29
825,330,Noble Reserve Selection,1,495.89,2023-04-13
826,2400,Scurati,3,352.91,2024-05-24
827,3143,Vintage Collection Selection,3,392.09,2022-10-16
828,2745,Single Vineyard Reserve,2,417.03,2022-11-12
829,4670,Chardakhi White Dry With Skin Contact Unfiltered,3,351.9,2023-10-09
830,4110,Old Vine Cuvée,3,555.77,2023-10-30
831,4333,Signature Series Selection,5,681.17,2023-10-10
832,1362,Château Malavieille Alliance,2,402.54,2024-03-25
833,1277,Prestige Collection Estate,5,439.58,2022-09-19
834,1233,Cellar Reserve Selection,1,675.41,2022-11-09
835,541,Limited Edition Cuvée,1,503.82,2022-10-26
836,3861,Muirfield Vineyard,4,427.49,2022-08-07
837,77,Hollystone-Collins Old Vines,4,386.26,2023-10-08
838,1826,Estate Reserve,3,506.57,2022-09-04
839,514,Cellar Reserve Reserve,4,602.65,2023-06-27
840,3165,Heritage Collection Reserve,3,527.24,2023-03-02
841,3587,Premium Blend Reserve,2,510.93,2023-11-02
842,1559,Noble Reserve Selection,4,422.15,2023-10-19
843,1178,Araucano Clos de Lolol,3,369.1,2023-06-08
844,1365,Heritage Collection,4,605.9,2023-04-14
845,319,Reserve Selection Selection,1,638.98,2022-10-24
846,3935,Estate Reserve Cuvée,2,495.31,2023-04-17
847,1577,Hochheimer Kirchenstück Erstes Gewächs  Trocken,1,393.89,2022-10-23
848,3432,Terre des Anges,4,365.72,2022-08-26
849,4952,Family Estate Estate,1,493.6,2023-10-25
850,4293,Vintage Collection,4,461.1,2023-12-31
851,3959,Classic Reserve Estate,5,525.78,2023-07-25
852,2316,Grand Reserve Reserve,5,492.07,2022-11-26
853,244,Grand Cru,2,190.39,2023-07-10
854,2887,Private Reserve Estate,1,392.11,2022-07-11
855,3023,Reserve Selection Reserve,4,386.62,2022-12-25
856,3842,Grand Cru Selection,3,435.32,2023-11-20
857,4523,Noble Reserve Estate,2,619.86,2023-11-27
858,780,Les Tours de Cantinot,3,420.91,2023-10-14
859,4121,Barrel Selection Cuvée,1,350.33,2024-02-19
860,3964,Chiaramanti,3,426.74,2023-11-05
861,3942,Master Selection Estate,1,449.25,2023-11-30
862,291,Organics,1,431.07,2023-09-01
863,3816,Single Vineyard Cuvée,3,502.24,2023-04-05
864,2992,Maso Canali,2,372.94,2022-11-14
865,4634,Family Estate Reserve,5,486.06,2022-11-03
866,1297,Barrel Selection Cuvée,5,580.45,2022-11-06
867,1421,Vintage Collection Reserve,2,673.02,2024-01-29
868,4936,Special Cuvée Reserve,3,519.3,2024-05-25
869,1916,Ghielmetti Estate Vineyard,2,448.69,2024-03-11
870,3704,Barrel Selection Selection,4,618.51,2023-10-30
871,4449,Barrister's Block III,5,398.9,2023-11-27
872,1485,Reserve Selection Reserve,4,499.58,2024-04-01
873,636,Studert Prüm Maximinhof Wehlener Sonnenuhr Kabinett,4,421.19,2023-01-07
874,2916,Château Selection Reserve,5,594.24,2023-09-12
875,2552,Reserve Selection,1,610.37,2022-08-07
876,1168,Founders Reserve Estate,4,662.92,2023-06-07
877,128,Premium Blend Cuvée,5,503.78,2023-02-28
878,923,Il Velluto,5,384.9,2023-11-14
879,1701,Master Selection Estate,3,429.15,2023-01-19
880,3381,Premium Tepe Vineyard,2,336.33,2022-08-04
881,2662,Château Selection,4,607.19,2023-06-29
882,1042,Classic Reserve Estate,3,483.66,2024-03-24
883,2209,Grand Reserve Cuvée,3,419.96,2023-02-21
884,4445,Two Brothers,4,351.17,2022-10-18
885,1215,Torre del Falasco,4,382.26,2024-01-20
886,4712,Single Vineyard Cuvée,3,513.12,2023-05-31
887,1811,Grand Reserve Selection,4,556.04,2023-11-23
888,4155,Special Cuvée Estate,4,330.77,2023-02-02
889,2390,Barrel Selection Cuvée,3,497.35,2023-12-21
890,2104,Robert Willis Reserve Spice Cabinet Vineyard,1,421.67,2023-11-07
891,134,Single Vineyard Selection,1,615.55,2023-07-04
892,112,Icon Wine Selection,4,459.89,2022-11-07
893,917,Signature Series Reserve,3,535.95,2024-04-26
894,1100,Grand Cru,1,507.09,2023-01-29
895,4347,Ringer,3,384.83,2023-02-20
896,488,Krita,4,328.66,2023-02-13
897,1975,Artisan Series Estate,2,445.79,2024-01-31
898,2433,Special Cuvée,5,493.06,2023-02-01
899,850,Limited Edition Estate,1,405.37,2023-11-10
900,1786,Founders Reserve,2,578.58,2022-09-25
901,4484,Artisan Series Reserve,5,540.02,2024-02-14
